Brand,Model,Released,Announced,Hardware Designer,Manufacturer,Codename,OEM ID,General Extras,Device Category,Width,Height,Depth,Bounding Volume,Mass,Platform,Operating System,Software Extras,CPU Clock,CPU,RAM Type,RAM Capacity,Non-volatile Memory Type,Non-volatile Memory Interface,Non-volatile Memory Capacity,Display Hole,Display Diagonal,Resolution,Display Width,Display Height,Horizontal Full Bezel Width,Display Area,Display Area Utilization,Pixel Size,Pixel Density,Display Type,Display Color Depth,Number of Display Scales,Display Dynamic Range Depth,Display Illumination,Display Light Reflection Mode,Display Subpixel Scheme,Display Refresh Rate,Scratch Resistant Screen,Graphical Controller,GPU Clock,A/V Out,A/V Out Max. Resolution,Audio Channel(s),Microphone(s),Loudspeaker(s),Audio Output,Supported Cellular Bands,Supported Cellular Data Links,SIM Card Slot,Cellular Antenna,Call Alert Sound,Hearing Aid Compatibility (HAC),Complementary Phone Services,Cellular Controller,SAR (head),SAR (body),2nd highest SAR (head),2nd highest SAR (body),Dual Cellular Network Operation,Sec. Supported Cellular Networks,Sec. Supported Cellular Data Links,Sec. SIM Card Slot,Touchscreen Type,Touchscreen Simultaneous Touch Points,Expansion Interfaces,USB,Bluetooth,Wireless LAN,NFC,FM Radio Receiver,Supported GPS protocol(s),Complementary Satellite Services,Supported GLONASS protocol(s),Supported Galileo service(s),Supported BeiDou system (BDS),Camera Placement,Camera Image Sensor,Image Sensor Format,Image Sensor Pixel Size,Camera Resolution,Number of effective pixels,Aperture (W),Zoom,Focus,Min. Equiv. Focal Length,Recordable Image Formats,Video Recording,Recordable Video Formats,Flash,Camera Extra Functions,Aux. Camera Image Sensor,Aux. Cam. Image Sensor Pixel Size,Aux. Camera Number of Pixels,Aux. Camera Aperture (W),Aux. Cam. Min. Equiv. Focal Length,Aux. Camera Focus,Aux. Camera Extra Functions,Aux. 2 Camera Image Sensor,Aux. 2 Cam. Image Sensor Pixel Size,Aux. 2 Cam. Image Sensor Format,Aux. 2 Camera Number of Pixels,Aux. 2 Camera Aperture (W),Aux. 2 Cam. Min. Equiv. Focal Length,Aux. 2 Camera Focus,Aux. 2 Camera Extra Functions,Aux. 3 Camera Image Sensor,Aux. 4 Camera Image Sensor,Aux. 4 Camera Focus,Secondary Camera Placement,Secondary Camera Module,Secondary Camera Sensor,Secondary Image Sensor Format,Secondary Image Sensor Pixel Size,Secondary Camera Resolution,Secondary Camera Number of pixels,Secondary Aperture (W),Secondary Camera Focus,Secondary Min. Equiv. Focal Length,Secondary Recordable Image Formats,Secondary Video Recording,Secondary Recordable Video Formats,Secondary Camera Extra Functions,Sec. Aux. Cam. Image Sensor,Sec. Aux. 2 Cam. Image Sensor,Built-in compass,Built-in accelerometer,Built-in gyroscope,Additional sensors,Protection from solid materials,Protection from liquids,Immersion into liquids (depth limit),Immersion into liquids time limit,Battery,Nominal Cell Voltage (1st cell),Nominal Cell Capacity (1st cell),Nominal Battery Voltage,Nominal Battery Capacity,Nominal Battery Energy,Power Supply Controller IC,Wireless Charging,Market Countries,Market Regions,Mobile Operator,Price,Data Integrity,Added,Touchscreen Sampling rate,IR,Aperture (T),Aux. 4 Camera Extra Functions,Battery Cells in Parallel,Nominal Cell Capacity (2nd cell),Secondary Display Diagonal,Secondary Display Resolution,Secondary Horizontal Display Size,Secondary Vertical Display Size,Secondary Display Pixel Density (dot pitch),Secondary Display Type,Secondary Display Color Depth,Secondary Display Dyn. Range Depth,Secondary Display Illumination,Secondary Display Refresh Rate,Aux. Cam. Image Sensor Format,Standby Time,Talk Time,Camera Module,Sec. Aux. Camera Number of Pixels,Sec. Aux. Cam. Aperture (W)
Apple,iPhone 16 Pro Max 5G A3297 Dual SIM TD-LTE CN HK 1TB,2024 Sep 21,2024 Sep 9,Apple,Foxconn,"Apple iPhone 17,2",D94AP,"Haptic touch feedback,Tactile touch feedback",Smartphone,77.6 mm,163 mm,8.25 mm,104.4 ccm,227 g,Apple iOS / iPadOS,Apple iOS 18,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",4044 MHz,"Apple A18 Pro APL1007 / APL1V07 (T8140), 2024, 64 bit, hexa-core, 192 Kbyte I-Cache, 128 Kbyte D-Cache, 20480 Kbyte L2, 24576 Kbyte L3, 3 nm, Apple G17P GPU",LPDDR5X SDRAM,8192 MiB RAM,Flash EEPROM,Yes,953674 MiB non-volatile,1-hole,174.25 mm,1320x2868,72.85 mm,158.29 mm,4.75 mm,11531.8 square millimeter,91.2%,0.05519 mm/pixel,460 PPI,Color AM-OLEDdisplay,30 bit/pixel,1073.7M,10 bit/pixel,Self-illuminating,Yes,Yes,120 Hz,Corning Ceramic Shield,Apple G17P MP6,1470 MHz,DisplayPort (Unspecified),3840x2160 (2160p) 4K UHD,stereo,4,stereo,USB Type-C,"GSM 850MHz (B5),GSM 900MHz (B8),GSM 1800MHz (B3),GSM 1900MHz (PCS, B2),UMTS 2100MHz (Band I, IMT),UMTS 1900MHz (Band II, PCS),UMTS 1700/2100MHz (Band IV, AWS),UMTS 850MHz (Band V, CLR),UMTS 900MHz (Band VIII),LTE 2100 MHz (Band 1),LTE 1900 MHz (Band 2, PCS),LTE 1800 MHz (Band 3),LTE 1700/2100 MHz (Band 4, AWS),LTE 850 MHz (Band 5),LTE 2600 MHz (Band 7),LTE 900 MHz (Band 8),LTE 700 MHz (Band 12),LTE 700 MHz (Band 13),LTE 700 MHz (Band 17),LTE 800 MHz (Band 18),LTE 800 MHz (Band 19),LTE 800 MHz (Band 20),LTE 1900 MHz (Band 25),LTE 850 MHz (Band 26),LTE 700 MHz (Band 28),LTE 2300 MHz (Band 30),LTE 1500 MHz (Band 32),TD-LTE 2000 MHz (Band XXXIV),TD-LTE 2600 MHz (Band 38),TD-LTE 1900 MHz (Band 39),TD-LTE 2300 MHz (Band XL),TD-LTE 2500 MHz (Band XLI),TD-LTE 3500 MHz (Band XLII),TD-LTE 3600 MHz (Band 48),LTE 1700/2100 MHz (Band 66),NR 2100 MHz (N1),NR 1900 MHz (N2, PCS),NR 1800 MHz (N3),NR 850 MHz (N5),NR 2600 MHz (N7),NR 900 MHz (N8),NR 700 MHz (N12),NR 800 MHz (N20),NR 1900 MHz (N25),NR 850 MHz (N26),NR 700 MHz (N28),NR 2300 MHz (N30),TD-NR 2600 MHz (N38),TD-NR 2300 MHz (N40),TD-NR 2500 MHz (N41),TD-NR 3600 MHz (N48),NR 1700/2100 MHz (N66),NR 1700/2000 MHz (N70),NR 1500 MHz (N75),NR 1500 MHz (N76),TD-NR 3700 MHz (N77),TD-NR 3500 MHz (N78),TD-NR 4700 MHz (N79)bands","GPRS (Class unspecified),EDGE (Class unspecified),UMTS 384 kbps (W-CDMA),HSUPA (Cat. unspecified),HSUPA 5.76 Mbps (Cat. 6),HSDPA (Cat. unspecified),HSPA+ 21.1 Mbps (Cat. 18),DC-HSDPA 42.2 Mbps (Cat. 24),LTE (Cat. unspecified),LTE 100 Mbps / 50 Mbps (Cat. 3),LTE 150 Mbps / 50 Mbps (Cat. 4),LTE 300 Mbps / 50 Mbps (Cat. 6),LTE 300 Mbps / 75 Mbps (Cat. 5),LTE 400 Mbps / 150 Mbps (LTE Cat. 13),LTE 450 Mbps  / 50 Mbps (LTE Cat. 9),LTE 450 Mbps / 100 Mbps (LTE Cat. 10),LTE 600 Mbps / 50 Mbps (LTE Cat. 11),LTE 600 Mbps / 100 Mbps (LTE Cat. 12),LTE 1 Gbps / 100 Mbps (LTE Cat. 16),LTE 1.6 Gbps (LTE Cat. 19),NR 1.5 Gbps,NR 2.6 Gbps,NR 3.7 Gbpsdata links",Nano-SIM (4FF),Internal antenna,128-chord melody,"M3,T4","Voice transmission,Voice speaker,Vibrating Alert,Speakerphone,ANC,HD Voice,Voice over LTE (VoLTE),Video over LTE (ViLTE)",Qualcomm Snapdragon X71M,1.010 W/kg,1.150 W/kg,1.220 W/kg,1.450 W/kg,Dual standby,"GSM 850MHz (B5), GSM 900MHz (B8), GSM 1800MHz (B3), GSM 1900MHz (PCS, B2), UMTS 2100MHz (Band I, IMT), UMTS 1900MHz (Band II, PCS), UMTS 1700/2100MHz (Band IV, AWS), UMTS 850MHz (Band V, CLR), UMTS 900MHz (Band VIII), LTE 2100 MHz (Band 1), LTE 1900 MHz (Band 2, PCS), LTE 1800 MHz (Band 3), LTE 1700/2100 MHz (Band 4, AWS), LTE 850 MHz (Band 5), LTE 2600 MHz (Band 7), LTE 900 MHz (Band 8), LTE 700 MHz (Band 12), LTE 700 MHz (Band 13), LTE 700 MHz (Band 17), LTE 800 MHz (Band 18), LTE 800 MHz (Band 19), LTE 800 MHz (Band 20), LTE 1900 MHz (Band 25), LTE 850 MHz (Band 26), LTE 700 MHz (Band 28), LTE 2300 MHz (Band 30), LTE 1500 MHz (Band 32), TD-LTE 2000 MHz (Band XXXIV), TD-LTE 2600 MHz (Band 38), TD-LTE 1900 MHz (Band 39), TD-LTE 2300 MHz (Band XL), TD-LTE 2500 MHz (Band XLI), TD-LTE 3500 MHz (Band XLII), TD-LTE 3600 MHz (Band 48), LTE 1700/2100 MHz (Band 66), NR 2100 MHz (N1), NR 1900 MHz (N2, PCS), NR 1800 MHz (N3), NR 850 MHz (N5), NR 2600 MHz (N7), NR 900 MHz (N8), NR 700 MHz (N12), NR 800 MHz (N20), NR 1900 MHz (N25), NR 850 MHz (N26), NR 700 MHz (N28), NR 2300 MHz (N30), TD-NR 2600 MHz (N38), TD-NR 2300 MHz (N40), TD-NR 2500 MHz (N41), TD-NR 3600 MHz (N48), NR 1700/2100 MHz (N66), NR 1700/2000 MHz (N70), NR 1500 MHz (N75), NR 1500 MHz (N76), TD-NR 3700 MHz (N77), TD-NR 3500 MHz (N78), TD-NR 4700 MHz (N79)","GPRS (Class unspecified), EDGE (Class unspecified), UMTS 384 kbps (W-CDMA), HSUPA (Cat. unspecified), HSUPA 5.76 Mbps (Cat. 6)
, HSDPA (Cat. unspecified), HSPA+ 21.1 Mbps (Cat. 18)
, DC-HSDPA 42.2 Mbps (Cat. 24), LTE (Cat. unspecified), LTE 100 Mbps / 50 Mbps (Cat. 3), LTE 150 Mbps / 50 Mbps (Cat. 4), LTE 300 Mbps / 50 Mbps (Cat. 6), LTE 300 Mbps / 75 Mbps (Cat. 5), LTE 400 Mbps / 150 Mbps (LTE Cat. 13), LTE 450 Mbps  / 50 Mbps (LTE Cat. 9), LTE 450 Mbps / 100 Mbps (LTE Cat. 10), LTE 600 Mbps / 50 Mbps (LTE Cat. 11), LTE 600 Mbps / 100 Mbps (LTE Cat. 12), LTE 1 Gbps / 100 Mbps (LTE Cat. 16), LTE 1.6 Gbps (LTE Cat. 19), NR 1.5 Gbps, NR 2.6 Gbps, NR 3.7 Gbps",Nano-SIM (4FF),Capacitive multi-touch sensingscreen,10-point,No,USB 3.1 Gen 2 / USB 3.2 Gen 2x1,Bluetooth 5.3,"IEEE 802.11a,IEEE 802.11b,IEEE 802.11g,IEEE 802.11n,IEEE 802.11ac,IEEE 802.11ax (Wi-Fi 6),IEEE 802.11be (Wi-Fi 7)","NFC A,NFC B",No,GPS (NMEA 0183),"Simultaneous GPS (S-GPS),Assisted GPS,Kétfrekvenciás GPS,Geotagging,QuickGPS,QZSS,NavIC",L1OF,E1,B1IBeiDou receiver,Rear,BSI CMOS,1/1.28,1.22 micrometer,8000x6000 pixel,48.0 MP camera,f/1.78,5.0 x optical zoom,Phase-Detection Autofocus (PD AF),24 mm,"JPG
, RAW, HEIF",3840x2160 pixel,"3G2
, HEVC",nine LED flash,"Video Stabilizer (EIS),Optical Image Stabilization (OIS),Video Stabilizer (OIS),Pixel unification,HDR photo,HDR video,Red-eye effect reduction,Slow motion video,Burst mode,Touch focus,Macro mode,Panorama Photo,Face detection,Face tagging,Smile detection,Face retouch,Face retouch (video),Intelligent scene detection",BSI CMOS,0.70 micrometer,48.0 MP aux. cam,f/2.20,13 mm,Phase-Detection Autofocus (PD AF),"HDR photo,Slow motion video,Burst mode,Touch focus,Macro mode,Panorama Photo,Face detection,Face tagging,Smile detection,Face retouch,Face retouch (video),Intelligent scene detection",BSI CMOS,1.12 micrometer,1/3.06,12.0 MP aux. 2 cam,f/2.80,120 mm,Phase-Detection Autofocus (PD AF),"Video Stabilizer (EIS)
, Optical Image Stabilization (OIS), Video Stabilizer (OIS)
, HDR photo, HDR video, Slow motion video, Burst mode
, Touch focus
, Panorama Photo
, Face detection
, Face tagging
, Smile detection",Mono CMOS,No,No,Front,Sony IMX714,BSI CMOS,1/3.60,1.00 micrometer,4032x3024 pixel,12.2 MP sec. cam,f/1.90,Phase-Detection Autofocus (PD AF),23 mm,"JPG
, RAW, HEIF",3840x2160 pixel,"3G2
, HEVC","Electronic Image Stabilizer (EIS),Video Stabilizer (EIS),Optical Image Stabilization (OIS),HDR photo,HDR video,Slow motion video,Burst mode,Panorama Photo,Face detection,Smile detection,Face retouch",Mono CMOS,No,3D (3-axis)compass,3D (3-axis)accelerometer,3D (3-axis)gyro,"Barometer,Light intensity sensor,Proximity sensor,Step counter,IR face sensor,LiDAR",6 Totally protected from dust (no ingress),8 Persistently protected against immersion beyond 1 meter of depth,600 cm,30 min,Lithium-ion,3.89 Volts,4685 mAh cell,3.89 Volts,4685 mAh battery,18.22 Wh,Apple APL109A,"Qi wireless charging,MagSafe",HK,"Asia,Southeast Asia",Hong Kong CSL Mobile Limited,13999,Final,2024-10-15 22:39,,,,,,,,,,,,,,,,,,,,,,
Apple,iPhone 16 Pro Max 5G A3297 Dual SIM TD-LTE CN HK 512GB,2024 Sep 21,2024 Sep 9,Apple,Foxconn,"Apple iPhone 17,2",D94AP,"Haptic touch feedback,Tactile touch feedback",Smartphone,77.6 mm,163 mm,8.25 mm,104.4 ccm,227 g,Apple iOS / iPadOS,Apple iOS 18,"Voice Command,Navigation software,Augmented Reality (AR),Intelligent personal assistant,Voice Recognition,Face Recognition",4044 MHz,"Apple A18 Pro APL1007 / APL1V07 (T8140), 2024, 64 bit, hexa-core, 192 Kbyte I-Cache, 128 Kbyte D-Cache, 20480 Kbyte L2, 24576 Kbyte L3, 3 nm, Apple G17P GPU",LPDDR5X SDRAM,8192 MiB RAM,Flash EEPROM,Yes,488281 MiB non-volatile,1-hole,174.25 mm,1320x2868,72.85 mm,158.29 mm,4.75 mm,11531.8 square millimeter,91.2%,0.05519 mm/pixel,460 PPI,Color AM-OLEDdisplay,30 bit/pixel,1073.7M,10 bit/pixel,Self-illuminating,Yes,Yes,120 Hz,Corning Ceramic Shield,Apple G17P MP6,1470 MHz,DisplayPort (Unspecified),3840x2160 (2160p) 4K UHD,stereo,4,stereo,USB Type-C,"GSM 850MHz (B5),GSM 900MHz (B8),GSM 1800MHz (B3),GSM 1900MHz (PCS, B2),UMTS 2100MHz (Band I, IMT),UMTS 1900MHz (Band II, PCS),UMTS 1700/2100MHz (Band IV, AWS),UMTS 850MHz (Band V, CLR),UMTS 900MHz (Band VIII),LTE 2100 MHz (Band 1),LTE 1900 MHz (Band 2, PCS),LTE 1800 MHz (Band 3),LTE 1700/2100 MHz (Band 4, AWS),LTE 850 MHz (Band 5),LTE 2600 MHz (Band 7),LTE 900 MHz (Band 8),LTE 700 MHz (Band 12),LTE 700 MHz (Band 13),LTE 700 MHz (Band 17),LTE 800 MHz (Band 18),LTE 800 MHz (Band 19),LTE 800 MHz (Band 20),LTE 1900 MHz (Band 25),LTE 850 MHz (Band 26),LTE 700 MHz (Band 28),LTE 2300 MHz (Band 30),LTE 1500 MHz (Band 32),TD-LTE 2000 MHz (Band XXXIV),TD-LTE 2600 MHz (Band 38),TD-LTE 1900 MHz (Band 39),TD-LTE 2300 MHz (Band XL),TD-LTE 2500 MHz (Band XLI),TD-LTE 3500 MHz (Band XLII),TD-LTE 3600 MHz (Band 48),LTE 1700/2100 MHz (Band 66),NR 2100 MHz (N1),NR 1900 MHz (N2, PCS),NR 1800 MHz (N3),NR 850 MHz (N5),NR 2600 MHz (N7),NR 900 MHz (N8),NR 700 MHz (N12),NR 800 MHz (N20),NR 1900 MHz (N25),NR 850 MHz (N26),NR 700 MHz (N28),NR 2300 MHz (N30),TD-NR 2600 MHz (N38),TD-NR 2300 MHz (N40),TD-NR 2500 MHz (N41),TD-NR 3600 MHz (N48),NR 1700/2100 MHz (N66),NR 1700/2000 MHz (N70),NR 1500 MHz (N75),NR 1500 MHz (N76),TD-NR 3700 MHz (N77),TD-NR 3500 MHz (N78),TD-NR 4700 MHz (N79)bands","GPRS (Class unspecified),EDGE (Class unspecified),UMTS 384 kbps (W-CDMA),HSUPA (Cat. unspecified),HSUPA 5.76 Mbps (Cat. 6),HSDPA (Cat. unspecified),HSPA+ 21.1 Mbps (Cat. 18),DC-HSDPA 42.2 Mbps (Cat. 24),LTE (Cat. unspecified),LTE 100 Mbps / 50 Mbps (Cat. 3),LTE 150 Mbps / 50 Mbps (Cat. 4),LTE 300 Mbps / 50 Mbps (Cat. 6),LTE 300 Mbps / 75 Mbps (Cat. 5),LTE 400 Mbps / 150 Mbps (LTE Cat. 13),LTE 450 Mbps  / 50 Mbps (LTE Cat. 9),LTE 450 Mbps / 100 Mbps (LTE Cat. 10),LTE 600 Mbps / 50 Mbps (LTE Cat. 11),LTE 600 Mbps / 100 Mbps (LTE Cat. 12),LTE 1 Gbps / 100 Mbps (LTE Cat. 16),LTE 1.6 Gbps (LTE Cat. 19),NR 1.5 Gbps,NR 2.6 Gbps,NR 3.7 Gbpsdata links",Nano-SIM (4FF),Internal antenna,128-chord melody,"M3,T4","Voice transmission,Voice speaker,Vibrating Alert,Speakerphone,ANC,HD Voice,Voice over LTE (VoLTE),Video over LTE (ViLTE)",Qualcomm Snapdragon X71M,1.010 W/kg,1.150 W/kg,1.220 W/kg,1.450 W/kg,Dual standby,"GSM 850MHz (B5), GSM 900MHz (B8), GSM 1800MHz (B3), GSM 1900MHz (PCS, B2), UMTS 2100MHz (Band I, IMT), UMTS 1900MHz (Band II, PCS), UMTS 1700/2100MHz (Band IV, AWS), UMTS 850MHz (Band V, CLR), UMTS 900MHz (Band VIII), LTE 2100 MHz (Band 1), LTE 1900 MHz (Band 2, PCS), LTE 1800 MHz (Band 3), LTE 1700/2100 MHz (Band 4, AWS), LTE 850 MHz (Band 5), LTE 2600 MHz (Band 7), LTE 900 MHz (Band 8), LTE 700 MHz (Band 12), LTE 700 MHz (Band 13), LTE 700 MHz (Band 17), LTE 800 MHz (Band 18), LTE 800 MHz (Band 19), LTE 800 MHz (Band 20), LTE 1900 MHz (Band 25), LTE 850 MHz (Band 26), LTE 700 MHz (Band 28), LTE 2300 MHz (Band 30), LTE 1500 MHz (Band 32), TD-LTE 2000 MHz (Band XXXIV), TD-LTE 2600 MHz (Band 38), TD-LTE 1900 MHz (Band 39), TD-LTE 2300 MHz (Band XL), TD-LTE 2500 MHz (Band XLI), TD-LTE 3500 MHz (Band XLII), TD-LTE 3600 MHz (Band 48), LTE 1700/2100 MHz (Band 66), NR 2100 MHz (N1), NR 1900 MHz (N2, PCS), NR 1800 MHz (N3), NR 850 MHz (N5), NR 2600 MHz (N7), NR 900 MHz (N8), NR 700 MHz (N12), NR 800 MHz (N20), NR 1900 MHz (N25), NR 850 MHz (N26), NR 700 MHz (N28), NR 2300 MHz (N30), TD-NR 2600 MHz (N38), TD-NR 2300 MHz (N40), TD-NR 2500 MHz (N41), TD-NR 3600 MHz (N48), NR 1700/2100 MHz (N66), NR 1700/2000 MHz (N70), NR 1500 MHz (N75), NR 1500 MHz (N76), TD-NR 3700 MHz (N77), TD-NR 3500 MHz (N78), TD-NR 4700 MHz (N79)","GPRS (Class unspecified), EDGE (Class unspecified), UMTS 384 kbps (W-CDMA), HSUPA (Cat. unspecified), HSUPA 5.76 Mbps (Cat. 6)
, HSDPA (Cat. unspecified), HSPA+ 21.1 Mbps (Cat. 18)
, DC-HSDPA 42.2 Mbps (Cat. 24), LTE (Cat. unspecified), LTE 100 Mbps / 50 Mbps (Cat. 3), LTE 150 Mbps / 50 Mbps (Cat. 4), LTE 300 Mbps / 50 Mbps (Cat. 6), LTE 300 Mbps / 75 Mbps (Cat. 5), LTE 400 Mbps / 150 Mbps (LTE Cat. 13), LTE 450 Mbps  / 50 Mbps (LTE Cat. 9), LTE 450 Mbps / 100 Mbps (LTE Cat. 10), LTE 600 Mbps / 50 Mbps (LTE Cat. 11), LTE 600 Mbps / 100 Mbps (LTE Cat. 12), LTE 1 Gbps / 100 Mbps (LTE Cat. 16), LTE 1.6 Gbps (LTE Cat. 19), NR 1.5 Gbps, NR 2.6 Gbps, NR 3.7 Gbps",Nano-SIM (4FF),Capacitive multi-touch sensingscreen,10-point,No,USB 3.1 Gen 2 / USB 3.2 Gen 2x1,Bluetooth 5.3,"IEEE 802.11a,IEEE 802.11b,IEEE 802.11g,IEEE 802.11n,IEEE 802.11ac,IEEE 802.11ax (Wi-Fi 6),IEEE 802.11be (Wi-Fi 7)","NFC A,NFC B",No,GPS (NMEA 0183),"Simultaneous GPS (S-GPS),Assisted GPS,Kétfrekvenciás GPS,Geotagging,QuickGPS,QZSS,NavIC",L1OF,E1,B1IBeiDou receiver,Rear,BSI CMOS,1/1.28,1.22 micrometer,8000x6000 pixel,48.0 MP camera,f/1.78,5.0 x optical zoom,Phase-Detection Autofocus (PD AF),24 mm,"JPG
, RAW, HEIF",3840x2160 pixel,"3G2
, HEVC",nine LED flash,"Video Stabilizer (EIS),Optical Image Stabilization (OIS),Video Stabilizer (OIS),Pixel unification,HDR photo,HDR video,Red-eye effect reduction,Slow motion video,Burst mode,Touch focus,Macro mode,Panorama Photo,Face detection,Face tagging,Smile detection,Face retouch,Face retouch (video),Intelligent scene detection",BSI CMOS,0.70 micrometer,48.0 MP aux. cam,f/2.20,13 mm,Phase-Detection Autofocus (PD AF),"HDR photo,Slow motion video,Burst mode,Touch focus,Macro mode,Panorama Photo,Face detection,Face tagging,Smile detection,Face retouch,Face retouch (video),Intelligent scene detection",BSI CMOS,1.12 micrometer,1/3.06,12.0 MP aux. 2 cam,f/2.80,120 mm,Phase-Detection Autofocus (PD AF),"Video Stabilizer (EIS)
, Optical Image Stabilization (OIS), Video Stabilizer (OIS)
, HDR photo, HDR video, Slow motion video, Burst mode
, Touch focus
, Panorama Photo
, Face detection
, Face tagging
, Smile detection",Mono CMOS,No,No,Front,Sony IMX714,BSI CMOS,1/3.60,1.00 micrometer,4032x3024 pixel,12.2 MP sec. cam,f/1.90,Phase-Detection Autofocus (PD AF),23 mm,"JPG
, RAW, HEIF",3840x2160 pixel,"3G2
, HEVC","Electronic Image Stabilizer (EIS),Video Stabilizer (EIS),Optical Image Stabilization (OIS),HDR photo,HDR video,Slow motion video,Burst mode,Panorama Photo,Face detection,Smile detection,Face retouch",Mono CMOS,No,3D (3-axis)compass,3D (3-axis)accelerometer,3D (3-axis)gyro,"Barometer,Light intensity sensor,Proximity sensor,Step counter,IR face sensor,LiDAR",6 Totally protected from dust (no ingress),8 Persistently protected against immersion beyond 1 meter of depth,600 cm,30 min,Lithium-ion,3.89 Volts,4685 mAh cell,3.89 Volts,4685 mAh battery,18.22 Wh,Apple APL109A,"Qi wireless charging,MagSafe",HK,"Asia,Southeast Asia",Hong Kong CSL Mobile Limited,11999,Final,2024-10-15 22:33,,,,,,,,,,,,,,,,,,,,,,
